Station;StartedTrips
21 Ave & Shore Blvd;714
46 St & 7 Ave;714
Broadway & Hancock St;710
Carroll St & Franklin Ave;710
Riverside Dr & W 145 St;709
Stanhope St & Fairview Ave;709
43 Ave & 47 St;706
Convent Ave & W 151 St;706
49 St & 31 Ave;705
Madison St & Seneca Ave;704
11 St & 43 Ave;700
Malcolm X Blvd & DeKalb Ave;700
Willis Ave & E 143 St;700
Coffey St & Conover St;697
Cedar St & Evergreen Ave;696
34 Ave & 45 St;695
Madison St & Evergreen Ave;695
43 St & 50 Ave;693
Grand Concourse & E 156 St;693
E 158 St & Melrose Ave;690
Coffey St & Ferris St;687
Onderdonk Ave & Dekalb Ave;685
Stewart Ave & Johnson Ave;684
Broadway & W 165 St;682
E Tremont Ave & E 176 St;681
3 Ave & E 163 St;680
Irving Ave & Palmetto St;680
39 St & 47 Ave;678
Brook Ave & E 138 St;678
48 St & 37 Ave;677
Ogden Ave & W 164 St;677
Goble Pl & Macombs Rd;675
Grand Concourse & E 197 St;675
Jefferson Ave & Evergreen Ave;675
5 Ave & 66 St;672
Amsterdam Ave & W 156 St;671
Ditmars Blvd & 48 St;671
Green St & McGuinness Blvd;671
30 St & 4 Ave;670
E 138 St & Park Ave;667
W 170 St & University Ave;667
46 St & 28 Ave;665
Seaman Ave & Beak St;665
Grand Concourse & E 196 St;662
Ft. Hamilton Pkwy & E 5 St;659
Madison St & Cypress Ave;659
Nagle Ave & Thayer St;659
Willis Ave & Bruckner Blvd;658
Hart St & Wyckoff Ave;657
48 St & Skillman Ave;656
Pinehurst Ave & W 187 St;656
Nagle Ave & Ellwood St;655
37 Ave & 35 St;651
Putnam Ave & Knickerbocker Ave;651
51 St & Hobart St;650
Prospect Ave & Longwood Ave;649
Chauncey St & Stuyvesant Ave;646
Greene Ave & Grandview Ave;646
Morgan Ave & Maspeth Ave;646
Park Ave & E 162 St;646
Kent St & McGuinness Blvd;644
Jerome Ave & W 195 St;641
Broadway & W 192 St;640
Putnam Ave & Wyckoff Ave;637
Fairview Ave & Linden St;635
Cauldwell Ave & E 161 St;633
36 St & Queens Blvd;632
Harman St & Seneca Ave;628
E 8 St & Caton Ave;627
50 St & Northern Blvd;625
Fulton Ave & St. Paul's Pl;625
6 St & 7 Ave;623
43 Ave & 40 St;622
Wilson Ave & Moffat St;622
Lenox Ave & W 146 St;620
Clay Ave & Claremont Pkwy;619
Stuyvesant Walk & 1 Av Loop;618
Menahan St & Wyckoff Ave;616
Schermerhorn St & Court St;616
Home St & Westchester Ave;615
W 155 St & Frederick Douglass Blvd;612
Bergen Ave & E 152 St;611
Concourse Village West & E 156 St;607
Walton Ave & E 183 St;602
Amsterdam Ave & W 167 St;600
Clay Ave & E 173 St;600
Amsterdam Ave & W 162 St;598
4 Ave & 26 St;593
Hancock St & Wyckoff Ave;590
W 192 St & University Ave;590
Brook Ave & E 148 St;588
Shore Blvd & Astoria Park;587
Underhill Ave & Pacific St;587
St. Nicholas Ave & W 155 St;585
45 St & 4 Ave;583
Anderson Ave & W 164 St;581
50 St & Barnett Ave;580
39 St & 50 Ave;579
Caton Ave & E 10 St;578
Alexander Ave & E 134 St;577
46 St & 30 Rd;576
Sunken Meadow Comfort Station;576
Menahan St & Central Ave;575
Suydam St & St. Nicholas Ave;574
Stuyvesant Ave & Gates Ave;573
Fulton Ave & E 172 St;571
Tiebout Ave & E 184 St;571
E 188 St & Creston Ave;570
2 Ave & 36 St;569
Newton Rd & 44 St;569
Harrison Pl & Porter Ave;567
W 176 St & Montgomery Ave;561
21 St & 23 Ave;560
St. Nicholas Ave & W 157 St;560
50 St & 30 Ave;559
30 Ave & 12 St;558
61 St & Woodside Ave;557
Broadway & W 153 St;554
Brook Ave & E 157 St;553
20 Ave & 48 St;551
3 Ave & Franklin Ave;551
57 St & 4 Ave;551
21 St & 36 Ave;550
Putnam Ave & Ralph Ave;550
Hoyt St & Warren St;548
Sullivan Pl & Bedford Ave;547
Featherbed Ln & Nelson Ave;546
Longwood Ave & Southern Blvd;546
Macombs Rd & W 175 St;546
Eldert St & Bushwick Ave;545
Beck St & Leggett Ave;544
30 St & 48 Ave;543
Prospect Ave & E 151 St;543
Jerome Ave & E Mosholu Parkway S;541
Richards St & Delavan St;540
43 St & 35 Ave;539
Putnam Ave & Nostrand Ave;538
Wilkins Ave & Crotona Park E;538
44 St & Greenpoint Ave;537
Grant Ave & E 169 St;537
Sheridan Ave & E 172 St;534
Wakeman Pl & Ridge Blvd;533
E 169 St & Webster Ave;530
Greenwood Ave & E 4 St;529
Lexington Ave & E 128 St;529
Montgomery St & Franklin Ave;529
Broadway & W 220 St;524
Myrtle Ave & Linden St;524
5 Ave & 37 St;523
Freeman St & Southern Blvd;522
Metropolitan Ave & Stewart Ave;520
College Ave & E 170 St;519
Monroe St & Marcus Garvey Blvd;519
Lafayette Ave & Hunts Point Ave;517
Prospect Ave & Vanderbilt St;516
Soissons Landing;513
76 St & 21 Ave;512
Grand Ave & W 181 St;510
Van Sinderen Ave & Truxton St;507
23 Rd & 31 St;505
38 St & Northern Blvd;505
River Ave & McClellan St;505
48 St & 5 Ave;504
Cauldwell Ave & E 158 St;502
Dwight St & Van Dyke St;502
Moffat St & Bushwick;502
Centre St & Seneca Ave;501
E 156 St & Courtlandt Ave;500
Macombs Rd & Featherbed Ln;500
34 Ave & 13 St;499
E 157 St & River Ave;499
Lincoln Ave & E 134 St;499
Creston Ave & E 181 St;496
Valentine Ave & E 181 St;495
7 Ave & 40 St;494
Morris Ave & E 153 St;494
Walton Ave & E 153 St;494
Brook Ave & E 141 St;492
Prospect Pl & Nostrand Ave;492
St. Ann's Ave & E 144 St;492
Bay St & Court St;491
Yankee Ferry Terminal;491
E 160 St & Tinton Ave;488
Riverside Dr & Broadway;488
Albemarle Rd & McDonald Ave;486
Edgecombe Ave & W 167 St;486
Pacific St & Nostrand Ave;486
W Burnside Ave & University Ave;486
62 St & Northern Blvd;484
St. Ann's Av & Bruckner Blvd;484
University Ave & Macombs Rd;482
27 Ave & 3 St;481
Clinton St & Centre St;480
Ft. Washington Ave & W 190 St;480
Menahan St & Seneca Ave;480
48 Ave & 37 St;479
W 140 St & Riverside Dr;479
46 St & 6 Ave;478
Intervale Ave & Westchester Ave;478
Linden St & Knickerbocker Ave;477
E 138 St & Grand Concourse;476
Nelson Ave & 167 St;476
Concourse Village East & E 158 St;475
33 St & 47 Ave;474
Broadway & 51 St;472
Bulova Ave & Brooklyn Queens Expressway W;472
Valentine Ave & E 183 St;471
46 St & 25 Ave;469
Halsey St & Evergreen Ave;469
39 Ave & 45 St;465
Creston Ave & E 178 St;465
Madison St & Malcolm X Blvd;464
Hazen St & 20 Ave;457
43 St & 23 Ave;456
55 St & 7 Ave;456
Bainbridge Ave & E 196 St;456
Seaman Ave & Isham St;454
53 St & 2 Ave;452
E 171 St & Webster Ave;451
E 165 St & Clay Ave;450
E 174 St & Walton Ave;450
Bronx Shore Comfort Station;449
Hoe Ave & Jennings St;448
W 190 St & Broadway;448
Grand Concourse & E 192 St;444
E 141 St & St Ann's Ave;442
Audobon Ave & W 179 St;441
Cabrini Blvd & W 177 St;441
7 Ave & 22 St;440
W Tremont Ave & Montgomery Ave;439
W Fordham Rd & Loring Pl N;436
Monroe St & Patchen Ave;435
Melrose Ave & E 154 St;434
29 St & 5 Ave;433
34 St & 4 Ave;433
Amsterdam Ave & W 172 St;433
Central Ave & Decatur St;433
Columbia St & W 9 St;432
Sherman Ave & Thayer St;432
Gerard Ave & E 165 St;431
Margaret Corbin Plz & Ft Washington Ave;431
53 St & 5 Ave;429
3 Ave & E 174 St;424
Gerard Ave & E 146 St;421
Myrtle Ave & Grove St;420
Wolcott St & Dwight St;420
E 174 St & Longfellow Ave;419
Knickerbocker Ave & Moffat St;419
Paul Ave & W 205 St;419
20 Ave & 21 St;418
20 Ave & 31 St;416
Bushwick Ave & Furman Ave;415
Prospect Ave & Greenwood Ave;415
Harlem River Dr & W 155 St;414
Goulden Ave & W 205 St;413
E 135 St & St Ann's Ave;411
Amsterdam Ave & W 82 St;409
South St & Broad St;408
20 Ave & 42 St;407
Davidson Ave & W Burnside Ave;406
Chauncey St & Malcolm X Blvd;402
34 St & 48 Ave;400
W 204 St & Vermilyea Ave;400
19 St & 8 Ave;399
Henry St & Bay St;399
Dahill Rd & 12 Ave;398
Crotona Park East & E 173 St;397
Charlotte St & Boston Rd;396
Willow Ave & E 133 St;396
31 Ave & 61 St;392
Goulden Ave & W 197 St;389
Boone Ave & E 172 St;387
Dyckman St & Henshaw St;386
39 Dr & 52 St;385
12 Ave & 36 St;384
E 150 St & Gerard Ave;383
59 St & 5 Ave;381
49 St & 25 Ave;380
Edgecombe Ave & W 150 St;380
W 186 St & St. Nicholas Ave;379
E 167 St & Clay Ave;376
Dyckman St & Staff St;375
Church Ave & Story St;370
Grand Concourse & E 175 St;368
Onderdonk Ave & Gates Ave;368
34 St & 5 Ave;366
Weeks Ave & E 175 St;366
Amsterdam Ave & W 183 St;365
Popham Ave & W 174 St;364
University Ave & W Burnside Ave;364
Prospect Ave & E 167 St;361
10 Ave & W 207 St;360
31 Ave & 57 St;360
36 St & 47 Ave;358
21 Ave & 80 St;357
48 St & Barnett Ave;355
White St & Johnson Ave;355
Broadway & Ellwood St;354
Grand Concourse & E 199 St;354
Sumpter St & Fulton St;354
E 141 St & Jackson Ave;353
University Ave & W 168 St;352
Woodside Ave & Roosevelt Ave;352
River Ave & E 153 St;351
E 167 St & Bryant Ave;350
Old Broadway & W 133 St;350
65 St & 35 Ave;349
72 St & Woodside Ave;348
Bradley Ave & Greenpoint Ave;347
E 3 St & Church Ave;347
Morris Ave & E 184 St;347
Amsterdam Ave & W 175 St;346
E 138 St & Willow Ave;346
Southpoint Park;345
W 218 St & Broadway;344
Bainbridge Ave & E 198 St;342
Van Dam St & Greenpoint Ave;341
39 Ave & 56 St;339
Mount Eden Pkwy & Eastburn Ave;338
Pioneer St & Richards St;338
53 St & Roosevelt Ave;337
Goulden Ave & Bedford Park Blvd W;337
48 St & 50 Ave;336
7 Ave & 62 St;335
W 159 St & Edgecombe Ave;333
21 St & 38 Ave;329
E 144 St & Brook Ave;329
McDonald Ave & Vanderbilt St;328
Amsterdam Ave & W 186 St;326
Prospect Ave & Jennings St;326
Brevoort Pl & Bedford Ave;325
Jerome Ave & Ogden Ave;325
W 163 St & Riverside Dr;325
Louis Nine Blvd & Intervale Ave;324
Rogers Pl & E 165 St;316
Picnic Point;314
62 St & 34 Ave;313
Flatbush Ave & Eastern Pkwy;311
Longfellow Ave & E 165 St;311
Southern Blvd & Avenue St. John;310
E 165 St & Fox St;309
4 Ave & Shore Road Dr;308
Botanical Sq & Webster Ave;308
Buchanan Pl & Grand Ave;306
E 153 St & E 157 St;306
Ryer Ave & E 182 St;306
3 Ave & 17 St;305
Woodside Ave & 60 St;305
Church Ave & McDonald Ave;304
Skillman Ave & 54 St;303
47 Ave & 48 St;302
Union Ave & E 169 St;302
E Tremont Ave & Jerome Ave;299
Audubon Ave & W 192 St;297
W 204 St & Nagle Ave;293
57 St & 1 Ave;292
Chauncey St & Howard Ave;292
Metropolitan Ave & Vandervoort Ave;292
58 St & 32 Ave;291
Halsey St & Ralph Ave;290
W Mosholu Pkwy S & Sedgwick Ave;290
61 St & Queens Blvd;289
Henry St & W 9 St;289
Intervale Ave & Kelly St;287
Broadway & 49 St;286
E 163 St & Tiffany St;286
Frederick Douglass Blvd & Harlem River Dr;284
58 St & Pier 4;283
Ditmars Blvd & 73 St;283
Stephen St & Seneca Ave;281
Amsterdam Ave & W 180 St;278
Waterloo Pl & Crotona Park East;278
36 St & Hunters Point Ave;277
Broadway & Furman Ave;277
Gerard Ave & E 164 St;277
Patchen Ave & Bainbridge St;275
Webster Ave & Ford St;275
Grand Concourse & E 205 St;274
Jerome Ave & W 177 St;273
Jerome Ave & E 164 St;271
Sedgwick Ave & W Tremont Ave;271
47 Ave & Skillman Ave;270
55 St & 5 Ave;266
67 St & Erik Pl;266
Ditmars Blvd & 76 St;266
2 Ave & 39 St;265
62 St & 4 Ave;265
Chester Ave & 12 Ave;265
Main St & Plymouth St;265
E 155 St & Courtlandt Ave;262
3 Ave & Wakeman Pl;260
Grand Concourse & E 203 St;260
2 Ave & 32 St;258
Bedford Park Blvd & Paul Ave;258
E 165 St & Jerome Ave;257
Borden Ave & Review Ave;256
E 128 St & 3 Ave;254
Grand Ave & W Fordham Rd;252
W 163 St & Edgecombe Ave;252
Cypress Ave & George St;249
New York Ave & St Marks Ave;248
University Ave & Brandt Pl;247
E Mosholu Pkwy & Van Cortlandt Ave E;246
Webster Ave & E 166 St;245
55 St & Northern Blvd;244
W 190 St & St. Nicholas Ave;243
Skillman Ave & Honeywell St;242
69 St & 43 Ave;241
48 St & 2 Ave;240
Cypress Ave & Palmetto St;240
44 St & 3 Ave;239
Townsend Ave & E 175 St;238
58 St & 2 Ave;237
50 St & 7 Ave;235
Andrew Ave N & Hall of Fame Tce;235
Gerard Ave & McClellan St;235
Queens Blvd & 56 St;235
Thomas S. Boyland St & Macon St;232
Marion Ave & Mosholu Pkwy;227
Steinway St & 19 Ave;225
Sterling Pl & New York Ave;225
60 St & 37 Ave;224
Southern Blvd & E 172 St;224
20 Ave & Shore Blvd;222
10 Ave & W 215 St;221
6 Ave & 55 St;220
Loring Pl North & W 183 St;220
Eastern Pkwy & Kingston Ave;218
47 St & 3 Ave;215
Macombs Pl & W 152 St;215
Morris Ave & E Burnside Ave;215
Crotona Park North & Prospect Ave;214
Webb Ave & W 190 St;214
Southern Blvd & Tiffany St;213
57 St & 43 Ave;212
Morris Ave & E 171 St;212
Jerome Ave & W 184 St;211
52 St & 6 Ave;209
E 169 St & Fox St;209
Freeman St & Reverend James A Polite Ave;209
Paul Ave & Mosholu Pkwy;207
W 218 St & Indian Rd;207
65 St & Broadway;206
Jerome Ave & Anderson Ave;206
31 Pl & Hunters Point Ave;205
Academy St & Nagle Ave;204
6 Ave & 60 St;203
Garrison Ave & Manida St;203
Southern Blvd & E 142 St;203
Whitehall St & Bridge St;202
Amsterdam Ave & W 189 St;201
42 St & 1 Ave;199
Brooklyn Ave & Prospect Pl;199
65 St & Roosevelt Ave;196
62 St & 43 Ave;193
Grand Concourse & E Mosholu Pkwy S;190
Ogden Ave & Merriam Ave;190
Dyckman St & 10 Ave;187
Bainbridge Ave & E 193 St;186
Inwood Ave & W 170 St;184
Railroad Ave & Kay Ave;184
61 St & Laurel Hill Blvd;183
Featherbed Ln & Jerome Ave;183
65 Pl & Woodside Ave;181
43 St & 37 Ave;180
Washington Ave & E 167 St;180
Walnut Ave & E 136 St;178
MacDonough St & Marcy Ave;176
Decatur Ave & Bedford Park Blvd;174
Aqueduct Ave & North St;170
Jerome Ave & E 198 St;168
W Tremont Ave & Matthewson Rd;167
Herkimer St & New York Ave;165
Columbia St & Lorraine St;164
E Mosholu Pkwy & E 204 St;162
Jerome Ave & E 181 St;157
Woodside Ave & 55 St;155
Vernon Blvd & Queens Plaza S;154
W Tremont Ave & Grand Ave;154
44 St & 2 Ave;151
Somers St & Broadway;151
Dawson St & Intervale Ave;149
Hunts Point Ave & Bryant Ave;149
Kingston Ave & Park Pl;149
Bainbridge Ave & Bedford Park Blvd;148
Aqueduct Ave & W 190 St;147
W 211 St & 10 Ave;147
Seneca Ave & Irvine St;146
41 St & 3 Ave;145
51 St & Queens Blvd;145
Audubon Ave & Fort George Ave;142
Van Sinderen Ave & Atlantic Ave;141
Somers St & Rockaway Ave;137
23 St & 3 Ave;135
39 Ave & 54 St;134
West Farms Rd & Boone Ave;133
Washington Ave & E 174 St;131
Bergen St & Kingston Ave;128
Faile St & Garrison Ave;128
37 Ave & 63 St;127
41 Ave & 67 St;127
63 St & 5 Ave;127
Andrews Ave S & W 179 St;125
E 133 St & Cypress Pl;125
Lafayette Ave & Stuyvesant Ave;125
10 Ave & W 204 St;120
Sedgwick Ave & Hall of Fame Tce;120
MacDonough St & Malcolm X Blvd;119
St. Johns Pl & Kingston Ave;119
Thomas S. Boyland St & Fulton St;118
54 St & 37 Ave;117
E 201 St & Briggs Ave;117
52 St & 1 Ave;115
2 Av & 37 St;113
Cedar Ave & W Fordham Rd;112
Stuyvesant Ave & Hart St;112
Thomas S. Boyland St & Marion St;111
Barry St & Tiffany St;107
Woodside Ave & 69 St;104
Sedgwick Ave & W Burnside Ave;102
Fulton St & Saratoga Ave;95
Keegan Rd & 2 Ave;89
Eastern Pkwy & Troy Ave;88
Ralph Ave & Fulton St;86
E 134 St & Walnut Ave;77
10 Ave & W 202 St;75
MacDougal St & Rockaway Ave;73
9 Ave & W 219 St;69
Bailey Ave & Sedgwick Ave;69
57 St & 37 Ave;61
Decatur Ave & Oliver Pl;55
Decatur St & Saratoga Ave;52
64 St & 3 Ave;51
Bailey Ave & W 193 St;49
Pacific St & Troy Ave;47
9 Ave & W 204 St;46
Albany Ave & Park Pl;42
Schenectady Ave & Prospect Pl;42
Decatur Ave & E 197 St;41
65 St & 2 Ave;38
Knickerbocker Ave & Hancock St;37
Troy Ave & Sterling Pl;32
Pacific St & Utica Ave;28
St Johns Pl & Utica Ave;27
W 52 St & 11 Ave;27
Macon St & Patchen Ave;26
Bergen St & Troy Ave;19
Classon Ave & St Marks Ave (2);18
St Marks Ave & Rochester Ave;16
Macon St & Howard Ave;14
Park Pl & Utica Ave;14
Macon St & Lewis Ave;13
Pacific St & Rochester Ave;10
Eastern Pkwy & Rochester Ave;5
Bergen St & Buffalo Ave;3
Sterling Pl & Schenectady Ave;2
Park Pl & Buffalo Ave;1
St Marks Ave & Ralph Ave;1
Vernon Blvd & 41 Rd;0
